instant,dteday,season,year,month,hour,holiday,day,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,activity_cluster
9612,2012-02-10,Spring,2012,Feb,10,0,Fri,Weekday,Misty,0.26,0.2727,0.48,0.1343,5,119,124,Medium Activity
9613,2012-02-10,Spring,2012,Feb,11,0,Fri,Weekday,Misty,0.28,0.2879,0.45,0.1045,19,134,153,Medium Activity
9614,2012-02-10,Spring,2012,Feb,12,0,Fri,Weekday,Misty,0.3,0.303,0.42,0.1343,8,168,176,Medium Activity
9615,2012-02-10,Spring,2012,Feb,13,0,Fri,Weekday,Misty,0.3,0.3182,0.42,0.0896,22,170,192,Medium Activity
9616,2012-02-10,Spring,2012,Feb,14,0,Fri,Weekday,Misty,0.32,0.3333,0.39,0.0896,8,138,146,Medium Activity
9617,2012-02-10,Spring,2012,Feb,15,0,Fri,Weekday,Misty,0.32,0.3333,0.45,0.1343,27,164,191,Medium Activity
9618,2012-02-10,Spring,2012,Feb,16,0,Fri,Weekday,Misty,0.34,0.3182,0.42,0.2537,28,240,268,Medium Activity
9619,2012-02-10,Spring,2012,Feb,17,0,Fri,Weekday,Misty,0.34,0.3333,0.42,0.194,15,381,396,High Activity
9620,2012-02-10,Spring,2012,Feb,18,0,Fri,Weekday,Light_rain,0.3,0.303,0.61,0.1343,14,345,359,High Activity
9621,2012-02-10,Spring,2012,Feb,19,0,Fri,Weekday,Misty,0.32,0.3485,0.57,0.0,16,246,262,Medium Activity
9622,2012-02-10,Spring,2012,Feb,20,0,Fri,Weekday,Misty,0.32,0.3485,0.57,0.0,7,144,151,Medium Activity
9623,2012-02-10,Spring,2012,Feb,21,0,Fri,Weekday,Misty,0.32,0.3333,0.66,0.0896,14,108,122,Medium Activity
9624,2012-02-10,Spring,2012,Feb,22,0,Fri,Weekday,Misty,0.32,0.3485,0.66,0.0,11,102,113,Medium Activity
9625,2012-02-10,Spring,2012,Feb,23,0,Fri,Weekday,Misty,0.3,0.3182,0.7,0.0896,1,64,65,Medium Activity
9626,2012-02-11,Spring,2012,Feb,0,0,Sat,Weekend,Misty,0.3,0.303,0.7,0.1343,3,50,53,Medium Activity
9627,2012-02-11,Spring,2012,Feb,1,0,Sat,Weekend,Light_rain,0.28,0.2879,0.81,0.1343,2,43,45,Medium Activity
9628,2012-02-11,Spring,2012,Feb,2,0,Sat,Weekend,Light_rain,0.26,0.2576,0.81,0.194,2,24,26,Low Activity
9629,2012-02-11,Spring,2012,Feb,3,0,Sat,Weekend,Light_rain,0.24,0.2273,0.87,0.2239,0,9,9,Low Activity
9630,2012-02-11,Spring,2012,Feb,4,0,Sat,Weekend,Light_rain,0.24,0.2273,0.87,0.2239,0,4,4,Low Activity
9631,2012-02-11,Spring,2012,Feb,5,0,Sat,Weekend,Light_rain,0.22,0.2273,0.93,0.1642,0,2,2,Low Activity
9632,2012-02-11,Spring,2012,Feb,6,0,Sat,Weekend,Light_rain,0.22,0.2273,0.93,0.1343,1,8,9,Low Activity
9633,2012-02-11,Spring,2012,Feb,7,0,Sat,Weekend,Light_rain,0.22,0.2273,0.93,0.1343,0,19,19,Low Activity
9634,2012-02-11,Spring,2012,Feb,8,0,Sat,Weekend,Light_rain,0.22,0.2273,0.93,0.1343,1,77,78,Medium Activity
9635,2012-02-11,Spring,2012,Feb,9,0,Sat,Weekend,Light_rain,0.22,0.2424,0.93,0.1045,5,85,90,Medium Activity
9636,2012-02-11,Spring,2012,Feb,10,0,Sat,Weekend,Light_rain,0.22,0.2424,0.93,0.1045,23,143,166,Medium Activity
9637,2012-02-11,Spring,2012,Feb,11,0,Sat,Weekend,Misty,0.24,0.2576,0.81,0.1045,26,157,183,Medium Activity
9638,2012-02-11,Spring,2012,Feb,12,0,Sat,Weekend,Misty,0.26,0.2576,0.81,0.1642,25,196,221,Medium Activity
9639,2012-02-11,Spring,2012,Feb,13,0,Sat,Weekend,Misty,0.26,0.2424,0.81,0.2836,18,217,235,Medium Activity
9640,2012-02-11,Spring,2012,Feb,14,0,Sat,Weekend,Misty,0.26,0.2424,0.81,0.2537,38,205,243,Medium Activity
9641,2012-02-11,Spring,2012,Feb,15,0,Sat,Weekend,Misty,0.3,0.2727,0.61,0.2985,12,112,124,Medium Activity
9642,2012-02-11,Spring,2012,Feb,16,0,Sat,Weekend,Light_rain,0.22,0.197,0.75,0.4179,12,134,146,Medium Activity
9643,2012-02-11,Spring,2012,Feb,17,0,Sat,Weekend,Light_rain,0.22,0.1818,0.69,0.4627,13,131,144,Medium Activity
9644,2012-02-11,Spring,2012,Feb,18,0,Sat,Weekend,Misty,0.22,0.1818,0.47,0.6567,3,105,108,Medium Activity
9645,2012-02-11,Spring,2012,Feb,19,0,Sat,Weekend,Misty,0.2,0.1515,0.4,0.5522,2,85,87,Medium Activity
9646,2012-02-11,Spring,2012,Feb,20,0,Sat,Weekend,Misty,0.16,0.1212,0.43,0.5522,1,62,63,Medium Activity
9647,2012-02-11,Spring,2012,Feb,21,0,Sat,Weekend,Clear,0.14,0.0758,0.43,0.6418,5,43,48,Medium Activity
9648,2012-02-11,Spring,2012,Feb,22,0,Sat,Weekend,Misty,0.14,0.1061,0.39,0.3881,0,46,46,Medium Activity
9649,2012-02-11,Spring,2012,Feb,23,0,Sat,Weekend,Light_rain,0.12,0.0758,0.5,0.4925,0,20,20,Low Activity
9650,2012-02-12,Spring,2012,Feb,0,0,Sun,Weekend,Light_rain,0.1,0.0758,0.68,0.3881,0,21,21,Low Activity
9651,2012-02-12,Spring,2012,Feb,1,0,Sun,Weekend,Light_rain,0.08,0.0455,0.79,0.4627,0,24,24,Low Activity
9652,2012-02-12,Spring,2012,Feb,2,0,Sun,Weekend,Misty,0.1,0.0606,0.58,0.5821,1,26,27,Low Activity
9653,2012-02-12,Spring,2012,Feb,3,0,Sun,Weekend,Misty,0.1,0.0455,0.46,0.6866,0,14,14,Low Activity
9654,2012-02-12,Spring,2012,Feb,4,0,Sun,Weekend,Misty,0.1,0.0455,0.46,0.7164,0,1,1,Low Activity
9655,2012-02-12,Spring,2012,Feb,5,0,Sun,Weekend,Clear,0.1,0.0758,0.49,0.3881,0,3,3,Low Activity
9656,2012-02-12,Spring,2012,Feb,6,0,Sun,Weekend,Clear,0.1,0.0758,0.49,0.3881,0,2,2,Low Activity
9657,2012-02-12,Spring,2012,Feb,7,0,Sun,Weekend,Clear,0.08,0.0909,0.53,0.194,0,18,18,Low Activity
9658,2012-02-12,Spring,2012,Feb,8,0,Sun,Weekend,Clear,0.08,0.0758,0.53,0.2537,0,26,26,Low Activity
9659,2012-02-12,Spring,2012,Feb,9,0,Sun,Weekend,Clear,0.1,0.0909,0.49,0.2985,3,60,63,Medium Activity
9660,2012-02-12,Spring,2012,Feb,10,0,Sun,Weekend,Clear,0.12,0.1061,0.42,0.3582,8,83,91,Medium Activity
9661,2012-02-12,Spring,2012,Feb,11,0,Sun,Weekend,Clear,0.12,0.1061,0.42,0.2985,3,121,124,Medium Activity
9662,2012-02-12,Spring,2012,Feb,12,0,Sun,Weekend,Clear,0.14,0.0758,0.39,0.6418,7,133,140,Medium Activity
9663,2012-02-12,Spring,2012,Feb,13,0,Sun,Weekend,Clear,0.16,0.1212,0.4,0.4478,10,128,138,Medium Activity
9664,2012-02-12,Spring,2012,Feb,14,0,Sun,Weekend,Clear,0.16,0.1212,0.4,0.5224,9,102,111,Medium Activity
9665,2012-02-12,Spring,2012,Feb,15,0,Sun,Weekend,Clear,0.16,0.1212,0.4,0.5522,5,150,155,Medium Activity
9666,2012-02-12,Spring,2012,Feb,16,0,Sun,Weekend,Clear,0.2,0.1667,0.34,0.4627,16,148,164,Medium Activity
9667,2012-02-12,Spring,2012,Feb,17,0,Sun,Weekend,Clear,0.18,0.1515,0.37,0.4179,4,83,87,Medium Activity
9668,2012-02-12,Spring,2012,Feb,18,0,Sun,Weekend,Clear,0.16,0.1212,0.4,0.4627,4,92,96,Medium Activity
9669,2012-02-12,Spring,2012,Feb,19,0,Sun,Weekend,Clear,0.16,0.1364,0.4,0.2836,2,78,80,Medium Activity
9670,2012-02-12,Spring,2012,Feb,20,0,Sun,Weekend,Clear,0.14,0.1212,0.42,0.3284,1,56,57,Medium Activity
9671,2012-02-12,Spring,2012,Feb,21,0,Sun,Weekend,Clear,0.14,0.1212,0.43,0.2985,0,36,36,Low Activity
9672,2012-02-12,Spring,2012,Feb,22,0,Sun,Weekend,Clear,0.14,0.1515,0.43,0.1642,0,28,28,Low Activity
9673,2012-02-12,Spring,2012,Feb,23,0,Sun,Weekend,Clear,0.14,0.1364,0.43,0.2239,0,23,23,Low Activity
9674,2012-02-13,Spring,2012,Feb,0,0,Mon,Weekday,Clear,0.14,0.1364,0.46,0.2239,0,9,9,Low Activity
9675,2012-02-13,Spring,2012,Feb,1,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2239,0,6,6,Low Activity
9676,2012-02-13,Spring,2012,Feb,2,0,Mon,Weekday,Clear,0.14,0.1364,0.46,0.194,0,4,4,Low Activity
9677,2012-02-13,Spring,2012,Feb,3,0,Mon,Weekday,Clear,0.12,0.1515,0.54,0.1045,0,1,1,Low Activity
9678,2012-02-13,Spring,2012,Feb,4,0,Mon,Weekday,Clear,0.12,0.1667,0.54,0.0896,0,2,2,Low Activity
9679,2012-02-13,Spring,2012,Feb,5,0,Mon,Weekday,Clear,0.1,0.1212,0.58,0.1343,0,17,17,Low Activity
9680,2012-02-13,Spring,2012,Feb,6,0,Mon,Weekday,Clear,0.1,0.1061,0.54,0.2239,1,71,72,Medium Activity
9681,2012-02-13,Spring,2012,Feb,7,0,Mon,Weekday,Clear,0.1,0.1061,0.54,0.194,1,194,195,Medium Activity
9682,2012-02-13,Spring,2012,Feb,8,0,Mon,Weekday,Clear,0.1,0.1212,0.54,0.1343,4,413,417,High Activity
9683,2012-02-13,Spring,2012,Feb,9,0,Mon,Weekday,Clear,0.12,0.1364,0.5,0.194,7,198,205,Medium Activity
9684,2012-02-13,Spring,2012,Feb,10,0,Mon,Weekday,Clear,0.14,0.1515,0.5,0.1343,1,70,71,Medium Activity
9685,2012-02-13,Spring,2012,Feb,11,0,Mon,Weekday,Clear,0.22,0.2273,0.37,0.194,5,85,90,Medium Activity
9686,2012-02-13,Spring,2012,Feb,12,0,Mon,Weekday,Clear,0.28,0.2576,0.28,0.3284,7,111,118,Medium Activity
9687,2012-02-13,Spring,2012,Feb,13,0,Mon,Weekday,Clear,0.32,0.303,0.22,0.2239,11,129,140,Medium Activity
9688,2012-02-13,Spring,2012,Feb,14,0,Mon,Weekday,Clear,0.34,0.3485,0.23,0.1045,10,125,135,Medium Activity
9689,2012-02-13,Spring,2012,Feb,15,0,Mon,Weekday,Clear,0.36,0.3485,0.27,0.1343,10,145,155,Medium Activity
9690,2012-02-13,Spring,2012,Feb,16,0,Mon,Weekday,Clear,0.36,0.3485,0.23,0.194,5,206,211,Medium Activity
9691,2012-02-13,Spring,2012,Feb,17,0,Mon,Weekday,Clear,0.36,0.3485,0.23,0.194,8,399,407,High Activity
9692,2012-02-13,Spring,2012,Feb,18,0,Mon,Weekday,Clear,0.34,0.3182,0.25,0.2537,6,399,405,High Activity
9693,2012-02-13,Spring,2012,Feb,19,0,Mon,Weekday,Clear,0.34,0.3333,0.25,0.1343,7,256,263,Medium Activity
9694,2012-02-13,Spring,2012,Feb,20,0,Mon,Weekday,Clear,0.3,0.303,0.42,0.1642,4,210,214,Medium Activity
9695,2012-02-13,Spring,2012,Feb,21,0,Mon,Weekday,Clear,0.28,0.2879,0.45,0.1343,2,145,147,Medium Activity
9696,2012-02-13,Spring,2012,Feb,22,0,Mon,Weekday,Clear,0.26,0.2727,0.56,0.1045,3,99,102,Medium Activity
9697,2012-02-13,Spring,2012,Feb,23,0,Mon,Weekday,Clear,0.28,0.3182,0.41,0.0,2,34,36,Low Activity
9698,2012-02-14,Spring,2012,Feb,0,0,Tue,Weekday,Misty,0.26,0.303,0.6,0.0,0,14,14,Low Activity
9699,2012-02-14,Spring,2012,Feb,1,0,Tue,Weekday,Misty,0.26,0.303,0.56,0.0,0,6,6,Low Activity
9700,2012-02-14,Spring,2012,Feb,2,0,Tue,Weekday,Misty,0.28,0.3182,0.41,0.0,0,3,3,Low Activity
9701,2012-02-14,Spring,2012,Feb,3,0,Tue,Weekday,Misty,0.26,0.303,0.52,0.0,0,3,3,Low Activity
9702,2012-02-14,Spring,2012,Feb,4,0,Tue,Weekday,Misty,0.26,0.2727,0.65,0.1045,0,2,2,Low Activity
9703,2012-02-14,Spring,2012,Feb,5,0,Tue,Weekday,Misty,0.26,0.2727,0.65,0.1045,2,20,22,Low Activity
9704,2012-02-14,Spring,2012,Feb,6,0,Tue,Weekday,Misty,0.26,0.303,0.56,0.0,1,89,90,Medium Activity
9705,2012-02-14,Spring,2012,Feb,7,0,Tue,Weekday,Misty,0.24,0.2576,0.6,0.0896,4,276,280,Medium Activity
9706,2012-02-14,Spring,2012,Feb,8,0,Tue,Weekday,Misty,0.24,0.2879,0.7,0.0,3,510,513,High Activity
9707,2012-02-14,Spring,2012,Feb,9,0,Tue,Weekday,Misty,0.26,0.2879,0.56,0.0896,6,256,262,Medium Activity
9708,2012-02-14,Spring,2012,Feb,10,0,Tue,Weekday,Misty,0.26,0.2727,0.6,0.1343,8,90,98,Medium Activity
9709,2012-02-14,Spring,2012,Feb,11,0,Tue,Weekday,Misty,0.3,0.303,0.45,0.1642,5,107,112,Medium Activity
9710,2012-02-14,Spring,2012,Feb,12,0,Tue,Weekday,Misty,0.3,0.2879,0.52,0.2239,10,162,172,Medium Activity
9711,2012-02-14,Spring,2012,Feb,13,0,Tue,Weekday,Misty,0.36,0.3333,0.4,0.2537,6,167,173,Medium Activity
9712,2012-02-14,Spring,2012,Feb,14,0,Tue,Weekday,Clear,0.4,0.4091,0.4,0.2239,13,111,124,Medium Activity
9713,2012-02-14,Spring,2012,Feb,15,0,Tue,Weekday,Misty,0.42,0.4242,0.38,0.4478,7,138,145,Medium Activity
9714,2012-02-14,Spring,2012,Feb,16,0,Tue,Weekday,Clear,0.42,0.4242,0.35,0.2985,15,251,266,Medium Activity
9715,2012-02-14,Spring,2012,Feb,17,0,Tue,Weekday,Clear,0.42,0.4242,0.38,0.3582,19,504,523,High Activity
9716,2012-02-14,Spring,2012,Feb,18,0,Tue,Weekday,Misty,0.38,0.3939,0.46,0.2985,8,398,406,High Activity
9717,2012-02-14,Spring,2012,Feb,19,0,Tue,Weekday,Misty,0.36,0.3485,0.5,0.1642,11,270,281,Medium Activity
9718,2012-02-14,Spring,2012,Feb,20,0,Tue,Weekday,Misty,0.38,0.3939,0.46,0.1343,6,178,184,Medium Activity
9719,2012-02-14,Spring,2012,Feb,21,0,Tue,Weekday,Misty,0.36,0.3636,0.5,0.1045,4,105,109,Medium Activity
9720,2012-02-14,Spring,2012,Feb,22,0,Tue,Weekday,Misty,0.36,0.3636,0.5,0.1045,5,72,77,Medium Activity
9721,2012-02-14,Spring,2012,Feb,23,0,Tue,Weekday,Misty,0.36,0.3636,0.5,0.0896,2,55,57,Medium Activity
9722,2012-02-15,Spring,2012,Feb,0,0,Wed,Weekday,Clear,0.32,0.3485,0.57,0.0,0,22,22,Low Activity
9723,2012-02-15,Spring,2012,Feb,1,0,Wed,Weekday,Clear,0.34,0.3636,0.53,0.0,0,5,5,Low Activity
9724,2012-02-15,Spring,2012,Feb,2,0,Wed,Weekday,Clear,0.3,0.3333,0.61,0.0,0,4,4,Low Activity
9725,2012-02-15,Spring,2012,Feb,3,0,Wed,Weekday,Clear,0.28,0.3182,0.75,0.0,0,3,3,Low Activity
9726,2012-02-15,Spring,2012,Feb,4,0,Wed,Weekday,Clear,0.28,0.2879,0.7,0.1045,0,1,1,Low Activity
9727,2012-02-15,Spring,2012,Feb,5,0,Wed,Weekday,Clear,0.28,0.2879,0.7,0.1045,0,25,25,Low Activity
9728,2012-02-15,Spring,2012,Feb,6,0,Wed,Weekday,Clear,0.3,0.303,0.61,0.1343,3,92,95,Medium Activity
9729,2012-02-15,Spring,2012,Feb,7,0,Wed,Weekday,Misty,0.3,0.2879,0.65,0.194,3,318,321,High Activity
9730,2012-02-15,Spring,2012,Feb,8,0,Wed,Weekday,Clear,0.32,0.2879,0.61,0.3582,7,508,515,High Activity
9731,2012-02-15,Spring,2012,Feb,9,0,Wed,Weekday,Clear,0.32,0.303,0.61,0.3284,5,226,231,Medium Activity
9732,2012-02-15,Spring,2012,Feb,10,0,Wed,Weekday,Clear,0.34,0.303,0.57,0.2985,12,108,120,Medium Activity
9733,2012-02-15,Spring,2012,Feb,11,0,Wed,Weekday,Clear,0.36,0.3333,0.53,0.2836,13,125,138,Medium Activity
9734,2012-02-15,Spring,2012,Feb,12,0,Wed,Weekday,Clear,0.38,0.3939,0.46,0.3881,11,152,163,Medium Activity
9735,2012-02-15,Spring,2012,Feb,13,0,Wed,Weekday,Clear,0.4,0.4091,0.43,0.2836,11,159,170,Medium Activity
9736,2012-02-15,Spring,2012,Feb,14,0,Wed,Weekday,Clear,0.42,0.4242,0.41,0.3582,6,128,134,Medium Activity
9737,2012-02-15,Spring,2012,Feb,15,0,Wed,Weekday,Clear,0.42,0.4242,0.41,0.2239,7,164,171,Medium Activity
9738,2012-02-15,Spring,2012,Feb,16,0,Wed,Weekday,Clear,0.42,0.4242,0.38,0.194,9,222,231,Medium Activity
9739,2012-02-15,Spring,2012,Feb,17,0,Wed,Weekday,Clear,0.42,0.4242,0.38,0.194,17,470,487,High Activity
9740,2012-02-15,Spring,2012,Feb,18,0,Wed,Weekday,Clear,0.4,0.4091,0.4,0.2239,9,459,468,High Activity
9741,2012-02-15,Spring,2012,Feb,19,0,Wed,Weekday,Clear,0.38,0.3939,0.43,0.1642,9,302,311,High Activity
9742,2012-02-15,Spring,2012,Feb,20,0,Wed,Weekday,Clear,0.36,0.3485,0.46,0.1642,4,207,211,Medium Activity
9743,2012-02-15,Spring,2012,Feb,21,0,Wed,Weekday,Clear,0.34,0.3333,0.53,0.1642,8,170,178,Medium Activity
9744,2012-02-15,Spring,2012,Feb,22,0,Wed,Weekday,Clear,0.34,0.3485,0.49,0.1045,3,104,107,Medium Activity
9745,2012-02-15,Spring,2012,Feb,23,0,Wed,Weekday,Clear,0.34,0.3485,0.53,0.0896,4,54,58,Medium Activity
9746,2012-02-16,Spring,2012,Feb,0,0,Thu,Weekday,Misty,0.3,0.303,0.7,0.1343,1,22,23,Low Activity
9747,2012-02-16,Spring,2012,Feb,1,0,Thu,Weekday,Misty,0.3,0.3333,0.7,0.0,0,5,5,Low Activity
9748,2012-02-16,Spring,2012,Feb,2,0,Thu,Weekday,Misty,0.3,0.3182,0.7,0.0896,1,6,7,Low Activity
9749,2012-02-16,Spring,2012,Feb,3,0,Thu,Weekday,Misty,0.3,0.3333,0.61,0.0,0,1,1,Low Activity
9750,2012-02-16,Spring,2012,Feb,4,0,Thu,Weekday,Light_rain,0.3,0.3182,0.7,0.0896,0,3,3,Low Activity
9751,2012-02-16,Spring,2012,Feb,5,0,Thu,Weekday,Misty,0.3,0.3333,0.7,0.0,0,20,20,Low Activity
9752,2012-02-16,Spring,2012,Feb,6,0,Thu,Weekday,Misty,0.3,0.3182,0.7,0.0896,4,83,87,Medium Activity
9753,2012-02-16,Spring,2012,Feb,7,0,Thu,Weekday,Misty,0.3,0.303,0.7,0.1343,3,285,288,High Activity
9754,2012-02-16,Spring,2012,Feb,8,0,Thu,Weekday,Misty,0.3,0.3182,0.7,0.0896,9,489,498,High Activity
9755,2012-02-16,Spring,2012,Feb,9,0,Thu,Weekday,Misty,0.3,0.303,0.7,0.1642,3,199,202,Medium Activity
9756,2012-02-16,Spring,2012,Feb,10,0,Thu,Weekday,Light_rain,0.32,0.3333,0.7,0.1343,2,42,44,Medium Activity
9757,2012-02-16,Spring,2012,Feb,11,0,Thu,Weekday,Light_rain,0.32,0.3333,0.7,0.1045,2,69,71,Medium Activity
9758,2012-02-16,Spring,2012,Feb,12,0,Thu,Weekday,Light_rain,0.32,0.3333,0.76,0.0896,1,44,45,Medium Activity
9759,2012-02-16,Spring,2012,Feb,13,0,Thu,Weekday,Light_rain,0.34,0.3182,0.71,0.2537,2,62,64,Medium Activity
9760,2012-02-16,Spring,2012,Feb,14,0,Thu,Weekday,Light_rain,0.32,0.3182,0.81,0.194,1,30,31,Low Activity
9761,2012-02-16,Spring,2012,Feb,15,0,Thu,Weekday,Light_rain,0.34,0.3636,0.76,0.0,3,50,53,Medium Activity
9762,2012-02-16,Spring,2012,Feb,16,0,Thu,Weekday,Light_rain,0.34,0.3636,0.81,0.0,8,110,118,Medium Activity
9763,2012-02-16,Spring,2012,Feb,17,0,Thu,Weekday,Light_rain,0.34,0.3636,0.87,0.0,8,281,289,High Activity
9764,2012-02-16,Spring,2012,Feb,18,0,Thu,Weekday,Light_rain,0.34,0.3333,0.87,0.1343,8,345,353,High Activity
9765,2012-02-16,Spring,2012,Feb,19,0,Thu,Weekday,Misty,0.32,0.3182,0.87,0.1642,4,254,258,Medium Activity
9766,2012-02-16,Spring,2012,Feb,20,0,Thu,Weekday,Misty,0.32,0.3333,0.87,0.1343,5,211,216,Medium Activity
9767,2012-02-16,Spring,2012,Feb,21,0,Thu,Weekday,Misty,0.34,0.3485,0.81,0.1045,3,142,145,Medium Activity
9768,2012-02-16,Spring,2012,Feb,22,0,Thu,Weekday,Misty,0.32,0.3485,0.81,0.0,3,108,111,Medium Activity
9769,2012-02-16,Spring,2012,Feb,23,0,Thu,Weekday,Clear,0.32,0.3333,0.81,0.0896,3,70,73,Medium Activity
9770,2012-02-17,Spring,2012,Feb,0,0,Fri,Weekday,Misty,0.3,0.3333,0.87,0.0,2,32,34,Low Activity
9771,2012-02-17,Spring,2012,Feb,1,0,Fri,Weekday,Misty,0.3,0.3333,0.93,0.0,2,16,18,Low Activity
9772,2012-02-17,Spring,2012,Feb,2,0,Fri,Weekday,Misty,0.3,0.3182,0.93,0.1045,1,11,12,Low Activity
9773,2012-02-17,Spring,2012,Feb,3,0,Fri,Weekday,Misty,0.28,0.2879,0.93,0.1045,0,1,1,Low Activity
9774,2012-02-17,Spring,2012,Feb,4,0,Fri,Weekday,Misty,0.28,0.2727,0.93,0.194,0,1,1,Low Activity
9775,2012-02-17,Spring,2012,Feb,5,0,Fri,Weekday,Misty,0.28,0.2727,0.93,0.1642,0,16,16,Low Activity
9776,2012-02-17,Spring,2012,Feb,6,0,Fri,Weekday,Misty,0.28,0.2879,0.96,0.1343,1,70,71,Medium Activity
9777,2012-02-17,Spring,2012,Feb,7,0,Fri,Weekday,Misty,0.28,0.2879,0.93,0.1045,4,222,226,Medium Activity
9778,2012-02-17,Spring,2012,Feb,8,0,Fri,Weekday,Misty,0.26,0.303,1.0,0.0,4,516,520,High Activity
9779,2012-02-17,Spring,2012,Feb,9,0,Fri,Weekday,Misty,0.26,0.303,1.0,0.0,8,275,283,High Activity
9780,2012-02-17,Spring,2012,Feb,10,0,Fri,Weekday,Clear,0.34,0.3182,0.71,0.2836,13,103,116,Medium Activity
9781,2012-02-17,Spring,2012,Feb,11,0,Fri,Weekday,Clear,0.36,0.3333,0.62,0.4179,9,133,142,Medium Activity
9782,2012-02-17,Spring,2012,Feb,12,0,Fri,Weekday,Clear,0.38,0.3939,0.46,0.3881,21,177,198,Medium Activity
9783,2012-02-17,Spring,2012,Feb,13,0,Fri,Weekday,Clear,0.4,0.4091,0.43,0.3582,34,171,205,Medium Activity
9784,2012-02-17,Spring,2012,Feb,14,0,Fri,Weekday,Clear,0.4,0.4091,0.37,0.3582,33,137,170,Medium Activity
9785,2012-02-17,Spring,2012,Feb,15,0,Fri,Weekday,Clear,0.42,0.4242,0.35,0.4179,41,180,221,Medium Activity
9786,2012-02-17,Spring,2012,Feb,16,0,Fri,Weekday,Clear,0.42,0.4242,0.32,0.2985,56,251,307,High Activity
9787,2012-02-17,Spring,2012,Feb,17,0,Fri,Weekday,Clear,0.42,0.4242,0.32,0.3284,36,429,465,High Activity
9788,2012-02-17,Spring,2012,Feb,18,0,Fri,Weekday,Clear,0.4,0.4091,0.35,0.2537,15,362,377,High Activity
9789,2012-02-17,Spring,2012,Feb,19,0,Fri,Weekday,Clear,0.38,0.3939,0.37,0.2239,16,266,282,High Activity
9790,2012-02-17,Spring,2012,Feb,20,0,Fri,Weekday,Clear,0.4,0.4091,0.35,0.194,13,158,171,Medium Activity
9791,2012-02-17,Spring,2012,Feb,21,0,Fri,Weekday,Clear,0.38,0.3939,0.37,0.194,15,114,129,Medium Activity
9792,2012-02-17,Spring,2012,Feb,22,0,Fri,Weekday,Clear,0.36,0.3485,0.4,0.2239,15,92,107,Medium Activity
9793,2012-02-17,Spring,2012,Feb,23,0,Fri,Weekday,Clear,0.36,0.3485,0.4,0.194,10,72,82,Medium Activity
9794,2012-02-18,Spring,2012,Feb,0,0,Sat,Weekend,Clear,0.34,0.3333,0.42,0.1642,5,81,86,Medium Activity
9795,2012-02-18,Spring,2012,Feb,1,0,Sat,Weekend,Clear,0.32,0.3182,0.49,0.1642,7,38,45,Medium Activity
9796,2012-02-18,Spring,2012,Feb,2,0,Sat,Weekend,Clear,0.3,0.2879,0.61,0.2537,6,39,45,Medium Activity
9797,2012-02-18,Spring,2012,Feb,3,0,Sat,Weekend,Clear,0.28,0.2879,0.65,0.1045,3,15,18,Low Activity
9798,2012-02-18,Spring,2012,Feb,4,0,Sat,Weekend,Clear,0.26,0.303,0.7,0.0,3,4,7,Low Activity
9799,2012-02-18,Spring,2012,Feb,5,0,Sat,Weekend,Clear,0.24,0.2576,0.7,0.0896,0,1,1,Low Activity
9800,2012-02-18,Spring,2012,Feb,6,0,Sat,Weekend,Clear,0.24,0.2879,0.7,0.0,1,8,9,Low Activity
9801,2012-02-18,Spring,2012,Feb,7,0,Sat,Weekend,Clear,0.24,0.2879,0.7,0.0,8,33,41,Medium Activity
9802,2012-02-18,Spring,2012,Feb,8,0,Sat,Weekend,Clear,0.22,0.2727,0.87,0.0,10,92,102,Medium Activity
9803,2012-02-18,Spring,2012,Feb,9,0,Sat,Weekend,Clear,0.22,0.2424,0.8,0.1045,22,116,138,Medium Activity
9804,2012-02-18,Spring,2012,Feb,10,0,Sat,Weekend,Clear,0.26,0.2727,0.81,0.1045,48,157,205,Medium Activity
9805,2012-02-18,Spring,2012,Feb,11,0,Sat,Weekend,Clear,0.32,0.3333,0.57,0.1343,102,184,286,High Activity
9806,2012-02-18,Spring,2012,Feb,12,0,Sat,Weekend,Clear,0.36,0.3485,0.43,0.194,128,241,369,High Activity
9807,2012-02-18,Spring,2012,Feb,13,0,Sat,Weekend,Clear,0.4,0.4091,0.43,0.2836,165,219,384,High Activity
9808,2012-02-18,Spring,2012,Feb,14,0,Sat,Weekend,Clear,0.44,0.4394,0.35,0.3582,183,244,427,High Activity
9809,2012-02-18,Spring,2012,Feb,15,0,Sat,Weekend,Clear,0.42,0.4242,0.41,0.2537,229,270,499,High Activity
9810,2012-02-18,Spring,2012,Feb,16,0,Sat,Weekend,Clear,0.44,0.4394,0.44,0.3284,186,218,404,High Activity
9811,2012-02-18,Spring,2012,Feb,17,0,Sat,Weekend,Clear,0.48,0.4697,0.36,0.2836,142,222,364,High Activity
9812,2012-02-18,Spring,2012,Feb,18,0,Sat,Weekend,Clear,0.46,0.4545,0.38,0.2985,70,176,246,Medium Activity
9813,2012-02-18,Spring,2012,Feb,19,0,Sat,Weekend,Clear,0.44,0.4394,0.44,0.1642,38,150,188,Medium Activity
9814,2012-02-18,Spring,2012,Feb,20,0,Sat,Weekend,Clear,0.44,0.4394,0.44,0.1642,25,123,148,Medium Activity
